customer_id,full_name,email,segment,region,country,created_at
CUST_002468,Ebony Oliver,jgonzalez@example.net,Budget,East,Russian Federation,2022-04-20
CUST_002469,Jennifer Martinez,lisawilson@example.net,Budget,West,Senegal,2023-08-06
CUST_002470,Darlene Moore,kennedydorothy@example.com,Regular,East,Libyan Arab Jamahiriya,2022-07-18
CUST_002471,Martin Keller,wstokes@example.com,Regular,North,Algeria,2021-12-22
CUST_002472,Julie Martinez,jennifermcdonald@example.com,Premium,East,Mauritius,2023-12-16
CUST_002473,Lisa Buckley,janicegardner@example.net,Regular,West,Bulgaria,2021-02-08
CUST_002474,Tracy Bell,anajones@example.org,Regular,North,Cote d'Ivoire,2023-09-15
CUST_002475,Ashley Osborne,steven88@example.net,Budget,North,San Marino,2020-12-19
CUST_002476,Joyce Hill,ypugh@example.org,Regular,East,Cameroon,2019-06-08
CUST_002477,Carly Carter,nguyenwayne@example.net,Regular,West,French Guiana,2023-03-10
CUST_002478,Casey Grant,whitebrian@example.org,Budget,East,Portugal,2020-09-03
CUST_002479,Elizabeth Vargas,nedwards@example.net,Regular,West,Bermuda,2019-02-16
CUST_002480,Brian King,perrythomas@example.com,Budget,West,Mali,2021-02-08
CUST_002481,Matthew Miller,grimesjoshua@example.com,Regular,South,Turkmenistan,2021-08-28
CUST_002482,Matthew Scott,samueljones@example.net,Premium,South,Guyana,2020-08-29
CUST_002483,Scott Castro,wwood@example.net,Regular,East,Vietnam,2023-12-10
CUST_002484,Gary Dalton,jrojas@example.net,Premium,South,Somalia,2018-01-06
CUST_002485,Diana Herrera,mcclurejohn@example.org,Regular,South,Ireland,2023-07-29
CUST_002486,Christopher Turner,susan92@example.net,Budget,North,Malaysia,2018-01-01
CUST_002487,Jacob Clark,johnsonstephanie@example.org,Regular,West,Somalia,2023-10-27
CUST_002488,Cathy Johnson,angelicahardy@example.net,Regular,East,Morocco,2023-05-08
CUST_002489,Jennifer Rice,pamelarandall@example.org,Premium,West,Puerto Rico,2020-02-22
CUST_002490,Benjamin Barrera,samueltaylor@example.com,Regular,West,Togo,2021-12-23
CUST_002491,Robert Flores,davidhughes@example.net,Regular,South,Thailand,2018-03-17
CUST_002492,Mrs. Jessica Garrett PhD,hurleynancy@example.net,Premium,West,Slovenia,2019-01-18
CUST_002493,Jessica Arnold,qanderson@example.com,Budget,South,Norfolk Island,2022-10-17
CUST_002494,Rachael Gonzales,oramos@example.com,Premium,South,Switzerland,2020-09-26
CUST_002495,David Miller,chadking@example.net,Regular,South,Honduras,2020-09-06
CUST_002496,Claire Shannon,alex67@example.org,Regular,West,Norfolk Island,2023-05-08
CUST_002497,Nicholas Sullivan,diane09@example.com,Regular,West,Ukraine,2023-08-09
CUST_002498,Joe Miller,seth06@example.org,Regular,North,Panama,2023-07-17
CUST_002499,Tammy Lopez,frobbins@example.org,Regular,South,United States Virgin Islands,2019-06-16
CUST_002500,Joseph Thompson,robinsondestiny@example.net,Regular,East,United States Minor Outlying Islands,2023-11-12
CUST_002501,Renee Taylor,benjamincaldwell@example.net,Budget,East,Niue,2019-04-01
CUST_002502,Dennis Daniels,erinwatkins@example.org,Budget,West,Guyana,2022-11-24
CUST_002503,Adam Johnson,laura43@example.com,Premium,North,Central African Republic,2021-12-06
CUST_002504,Christopher Cole,joann07@example.org,Regular,South,Cocos (Keeling) Islands,2019-06-07
CUST_002505,Michelle Franklin,nsmith@example.net,Regular,East,Bhutan,2023-12-21
CUST_002506,Gregory Stafford,verickson@example.net,Budget,North,India,2021-10-26
CUST_002507,James Evans,phernandez@example.org,Premium,North,Andorra,2019-03-27
CUST_002508,Benjamin Johnston,matthew27@example.com,Regular,South,Cote d'Ivoire,2018-02-24
CUST_002509,Barbara Carey,randallguzman@example.net,Regular,South,Brazil,2020-02-24
CUST_002510,Jordan Foster,phillipfox@example.com,Regular,North,Guinea-Bissau,2022-11-30
CUST_002511,Andrea Reyes,udiaz@example.net,Regular,South,Malta,2019-03-10
CUST_002512,Rachel Lawson,aharris@example.org,Regular,East,Australia,2021-03-02
CUST_002513,William Barrett,mistywilliams@example.org,Regular,South,Korea,2022-04-28
CUST_002514,Edgar Miller,ugarcia@example.com,Regular,West,Yemen,2021-04-01
CUST_002515,Adam Kim,millerrebecca@example.net,Premium,North,Antarctica (the territory South of 60 deg S),2021-07-06
CUST_002516,Cynthia Rice,savannah24@example.org,Regular,East,Cape Verde,2019-01-23
CUST_002517,Brianna Evans,osmith@example.com,Premium,West,Guam,2018-09-21
CUST_002518,Kelly Dixon,tiffanyhaynes@example.com,Budget,North,Lao People's Democratic Republic,2018-10-14
CUST_002519,Mary Carroll,julieyoung@example.org,Premium,North,Kenya,2020-06-24
CUST_002520,Courtney Ramos,teresa46@example.org,Premium,South,Malawi,2019-04-21
CUST_002521,Tanya Hicks,walvarado@example.org,Premium,East,Equatorial Guinea,2021-12-03
CUST_002522,Brittney Montgomery,lbaker@example.org,Regular,East,French Southern Territories,2020-03-30
CUST_002523,Anna Gonzalez,michael40@example.net,Regular,West,South Africa,2018-07-08
CUST_002524,Janice Washington,williamselizabeth@example.net,Regular,North,Papua New Guinea,2022-10-05
CUST_002525,Aaron Smith,joshua26@example.com,Premium,East,Malawi,2023-01-25
CUST_002526,Corey Gonzalez,hoganjoyce@example.net,Regular,East,Morocco,2018-05-21
CUST_002527,Jerry White,smithkathleen@example.org,Regular,North,Myanmar,2020-06-17
CUST_002528,Amy Baker,keith85@example.net,Budget,South,Samoa,2023-04-13
CUST_002529,Jeffrey Baldwin,tinaweaver@example.org,Regular,East,Ecuador,2021-08-16
CUST_002530,Carrie Hall,brandonbush@example.com,Regular,West,Macao,2023-05-01
CUST_002531,Justin Gallagher,tina26@example.org,Regular,East,Cook Islands,2020-12-19
CUST_002532,Ashley Dyer,adamsandrea@example.net,Regular,East,British Virgin Islands,2023-01-13
CUST_002533,Katherine Ortiz,mstone@example.org,Premium,West,Czech Republic,2019-10-14
CUST_002534,Mark Reed,jwong@example.net,Regular,North,Madagascar,2021-08-12
CUST_002535,Chris Clark,madison50@example.org,Regular,South,Gabon,2020-03-25
CUST_002536,Alejandro Mueller,colemanlaura@example.net,Premium,South,Slovakia (Slovak Republic),2021-12-19
CUST_002537,Arthur Johnson,shannonbarbara@example.net,Regular,East,Nigeria,2022-11-17
CUST_002538,Madison Tucker,ejackson@example.org,Regular,West,Barbados,2022-02-12
CUST_002539,Mrs. Megan James MD,tgill@example.com,Regular,East,Zambia,2021-08-18
CUST_002540,Phillip Washington,petersonjoshua@example.com,Regular,West,Zimbabwe,2021-05-20
CUST_002541,Jeffrey Martinez,phughes@example.org,Regular,South,Chad,2021-11-27
CUST_002542,Anna Anderson,joshuamelton@example.net,Regular,East,Aruba,2021-01-31
CUST_002543,Alexandra Johnson,daviskelly@example.net,Premium,East,Vanuatu,2022-03-22
CUST_002544,Diane Robbins,zedwards@example.org,Budget,North,Guatemala,2018-02-22
CUST_002545,Elizabeth Bauer,carrolljonathan@example.org,Regular,South,Moldova,2023-08-01
CUST_002546,Eric Boyd,beth09@example.com,Premium,East,Swaziland,2019-06-03
CUST_002547,Hannah Davis,clarkkatherine@example.net,Regular,East,Oman,2023-01-08
CUST_002548,Thomas Bullock,lmartinez@example.net,Regular,South,Bahrain,2023-06-07
CUST_002549,Jacqueline Lynch,thomasbrian@example.org,Regular,East,Guatemala,2020-05-10
CUST_002550,Lori Jones,lori46@example.com,Premium,South,Congo,2018-08-06
CUST_002551,Jon Willis,carolyn71@example.net,Premium,North,Peru,2022-09-01
CUST_002552,Emily Reeves,charles00@example.org,Regular,South,Mauritania,2020-12-22
CUST_002553,Paul Johns,wrightadam@example.net,Regular,West,Antarctica (the territory South of 60 deg S),2019-10-16
CUST_002554,Brenda Williams,coxdavid@example.com,Regular,West,Belarus,2020-01-28
CUST_002555,Michelle Davis,meganjohnson@example.org,Regular,East,Andorra,2020-03-05
CUST_002556,Christopher Washington,xsanchez@example.net,Premium,West,Andorra,2023-10-03
CUST_002557,Michelle Gonzales,lwright@example.org,Regular,South,Dominica,2019-11-06
CUST_002558,Deborah Parks,lindacross@example.org,Regular,South,Senegal,2023-04-14
CUST_002559,John Holloway,xlopez@example.org,Regular,South,El Salvador,2023-03-11
CUST_002560,Kyle Patrick,donna34@example.net,Regular,South,Mauritania,2018-03-08
CUST_002561,Pamela Stone,tayloraustin@example.net,Budget,North,Saint Helena,2022-10-18
CUST_002562,Courtney Raymond,robertwilkinson@example.net,Regular,East,Aruba,2020-01-23
CUST_002563,Ronald Holland,yerickson@example.net,Budget,North,Kyrgyz Republic,2020-10-05
CUST_002564,Dawn Blake,patricia72@example.net,Budget,East,Zambia,2018-05-08
CUST_002565,Sarah Hall,zwalker@example.net,Budget,North,Liechtenstein,2021-02-08
CUST_002566,Allison Brewer,makayla11@example.com,Regular,South,Swaziland,2022-05-16
CUST_002567,Michael Farley,youngchristina@example.net,Regular,East,Norway,2020-08-03
CUST_002568,Elijah Galloway,claytonvillarreal@example.net,Regular,North,Mexico,2020-06-15
CUST_002569,Jesse Stafford,justinbrooks@example.net,Regular,South,Malaysia,2021-05-25
CUST_002570,Alisha Melton,ccolon@example.net,Premium,West,Panama,2020-05-30
CUST_002571,Robin Wright,christopher50@example.org,Budget,South,Maldives,2020-10-18
CUST_002572,Dr. Derrick White,iyang@example.net,Budget,West,Montenegro,2022-03-10
CUST_002573,Marcia Ramirez,harrisscott@example.org,Budget,South,India,2023-11-13
CUST_002574,Jonathan Middleton,palmerjamie@example.org,Premium,West,Malawi,2019-01-15
CUST_002575,Tiffany Norris,qmoore@example.org,Regular,South,El Salvador,2019-01-20
CUST_002576,April Holland,ewright@example.org,Regular,East,British Virgin Islands,2022-05-09
CUST_002577,Angela Olson,uhiggins@example.org,Regular,East,Algeria,2023-06-15
CUST_002578,Walter Brown,dianashaw@example.org,Budget,West,Burundi,2021-04-20
CUST_002579,Katherine Edwards,tonyguerra@example.org,Premium,West,Cocos (Keeling) Islands,2018-06-12
CUST_002580,Christina Miranda,rogerskristi@example.com,Regular,West,United Kingdom,2020-04-08
CUST_002581,Steven Booth,walkerlisa@example.org,Premium,West,Brazil,2022-11-17
CUST_002582,Allison Fisher,jadelopez@example.net,Budget,East,Solomon Islands,2022-10-12
CUST_002583,Pamela Porter,travis72@example.net,Regular,North,Myanmar,2023-08-05
CUST_002584,Dr. Regina Bryan,jarvistrevor@example.net,Regular,South,Portugal,2020-04-05
CUST_002585,Jessica Phillips,alexandra25@example.net,Regular,North,France,2023-08-10
CUST_002586,Jennifer Travis,shelly12@example.net,Premium,North,Pakistan,2023-01-18
CUST_002587,Jacob Daniels,scottkaren@example.net,Budget,South,Bahrain,2021-09-10
CUST_002588,Timothy Bradford,savannahsingh@example.org,Premium,East,Papua New Guinea,2018-01-05
CUST_002589,Brian Moyer,hlong@example.org,Premium,South,Cote d'Ivoire,2021-06-13
CUST_002590,Cathy Norton,stephanie03@example.net,Budget,East,Equatorial Guinea,2022-01-12
CUST_002591,Megan Ray PhD,hjohnson@example.net,Regular,North,Lesotho,2022-09-13
CUST_002592,Katie Cochran,williammeza@example.org,Budget,East,Bouvet Island (Bouvetoya),2021-10-13
CUST_002593,Anthony Hall,michael34@example.net,Regular,West,Guinea-Bissau,2018-08-04
CUST_002594,Michael Lynch,wbuchanan@example.net,Regular,East,Martinique,2023-11-05
CUST_002595,Julie Morales,michaelcunningham@example.net,Budget,East,Guadeloupe,2023-10-10
CUST_002596,Cory Patterson,jimmymelendez@example.org,Premium,South,Equatorial Guinea,2019-03-28
CUST_002597,Daniel Carter,htodd@example.com,Regular,West,Angola,2022-03-19
CUST_002598,James Howard,tylerconway@example.com,Budget,West,China,2019-10-12
CUST_002599,Geoffrey Zimmerman,emills@example.net,Premium,East,Uzbekistan,2018-07-24
CUST_002600,Alyssa Hernandez,amber07@example.net,Regular,East,Saint Helena,2022-08-13
CUST_002601,Kelly Davis,irodriguez@example.org,Budget,North,Seychelles,2018-12-09
CUST_002602,Kenneth Cabrera,katherinesmith@example.net,Budget,South,Palau,2023-11-18
CUST_002603,Nathan Fields,uclarke@example.com,Regular,North,Kenya,2019-04-19
CUST_002604,Mary Mclean,tyler50@example.org,Regular,West,Jamaica,2022-06-26
CUST_002605,Kathy Phillips,stokeserica@example.org,Premium,North,Sao Tome and Principe,2021-08-19
CUST_002606,James Peterson,kim45@example.org,Budget,West,Madagascar,2021-02-23
CUST_002607,Peter Wilson,kingheidi@example.com,Regular,West,Ukraine,2018-11-26
CUST_002608,Rebecca Jordan,bwallace@example.com,Premium,North,Denmark,2020-01-20
CUST_002609,Matthew Lopez,lhunter@example.net,Premium,North,Cook Islands,2020-06-30
CUST_002610,Nathaniel Gibson,dvillarreal@example.net,Premium,South,Bouvet Island (Bouvetoya),2021-09-11
CUST_002611,Christine Santiago,alison94@example.com,Budget,West,Heard Island and McDonald Islands,2023-08-22
CUST_002612,Dominique Sandoval,vsullivan@example.org,Regular,East,Algeria,2021-10-24
CUST_002613,Anne Anthony,rebeccapatterson@example.org,Regular,West,Yemen,2018-09-22
CUST_002614,Carla Ware,bianca20@example.net,Regular,North,South Africa,2022-07-29
CUST_002615,Tiffany Erickson,mcguirerandy@example.com,Regular,East,Ghana,2020-08-02
CUST_002616,Laura Buchanan,walkerwilliam@example.org,Regular,East,Lao People's Democratic Republic,2020-07-20
CUST_002617,Margaret Adams,mallory62@example.net,Regular,West,Poland,2020-12-12
CUST_002618,Joe Williams,jacobcross@example.net,Regular,South,Australia,2019-03-08
CUST_002619,Lydia Jordan MD,ngreene@example.net,Budget,South,United States Minor Outlying Islands,2022-05-24
CUST_002620,Patricia Cobb,parkersusan@example.com,Regular,North,Saudi Arabia,2020-08-20
CUST_002621,Mr. David Carpenter DDS,jerryjones@example.com,Regular,East,Guatemala,2023-11-01
CUST_002622,Erin Henderson,pittsluke@example.com,Regular,North,Liberia,2022-05-24
CUST_002623,Kelly Vincent,jamesgardner@example.org,Regular,South,Somalia,2021-09-01
CUST_002624,Michelle Smith,brett67@example.org,Premium,South,Cote d'Ivoire,2021-01-19
CUST_002625,Sharon Lawrence,paul46@example.com,Regular,South,Papua New Guinea,2022-04-29
CUST_002626,Heather Brown,ckeith@example.org,Regular,North,Niger,2023-07-24
CUST_002627,Brandi Robbins,thomaschristian@example.com,Budget,West,Guinea-Bissau,2021-02-15
CUST_002628,Michael King,craig44@example.org,Premium,South,Armenia,2019-02-09
CUST_002629,Joseph Mendoza,daniellepeterson@example.net,Premium,West,Serbia,2019-01-05
CUST_002630,Matthew Williams,gregorycampbell@example.com,Regular,East,Zambia,2021-03-09
CUST_002631,Megan Bradshaw,alexandra01@example.com,Regular,North,Tunisia,2020-12-22
CUST_002632,Michael Frederick,dgomez@example.net,Regular,South,Kuwait,2020-02-06
CUST_002633,Trevor Johnson,abigail20@example.com,Premium,West,Bulgaria,2021-09-17
CUST_002634,Kevin Watson,fclark@example.org,Regular,North,Korea,2019-01-12
CUST_002635,Shannon Hamilton,hallryan@example.net,Regular,West,Honduras,2021-05-23
CUST_002636,Daniel Schroeder,brendaschmidt@example.org,Regular,East,Norfolk Island,2018-04-30
CUST_002637,Ashley Moore DDS,thomas06@example.net,Budget,West,Saint Lucia,2018-09-08
CUST_002638,Bryan Fields,bcombs@example.net,Regular,South,Kenya,2022-10-24
CUST_002639,Scott Hudson,jessica18@example.org,Budget,East,New Zealand,2018-05-30
CUST_002640,Kaitlyn Jacobson,amber28@example.org,Regular,South,France,2021-06-14
CUST_002641,Christine Williams,jimmymoore@example.net,Premium,North,Bulgaria,2021-05-10
CUST_002642,Tami Rodriguez,audreygutierrez@example.com,Regular,South,Zimbabwe,2021-04-19
CUST_002643,Blake Carter,christian82@example.com,Budget,West,Philippines,2018-11-21
CUST_002644,Robin Wells,courtney72@example.com,Budget,East,Moldova,2018-07-22
CUST_002645,William Nelson,ritterrhonda@example.org,Budget,South,Mayotte,2022-12-26
CUST_002646,Claudia Benjamin,bowenkathleen@example.org,Regular,North,Sri Lanka,2019-02-27
CUST_002647,Brenda Conner,vkim@example.net,Premium,North,Sudan,2018-09-25
CUST_002648,Cesar Whitehead,krystalpeterson@example.org,Budget,South,Liberia,2021-10-17
CUST_002649,Melissa Tran,homark@example.org,Regular,South,British Indian Ocean Territory (Chagos Archipelago),2020-06-04
CUST_002650,John Watts,marissa14@example.net,Budget,South,Lebanon,2020-05-30
CUST_002651,Michael Warren,oskinner@example.com,Regular,South,Norfolk Island,2023-09-22
CUST_002652,Zachary Harrell,linda68@example.org,Premium,West,Saint Barthelemy,2020-10-29
CUST_002653,Jordan Jackson,owensmatthew@example.org,Regular,West,Jordan,2022-12-10
CUST_002654,Sheila Clements,james85@example.org,Budget,North,Lithuania,2022-05-06
CUST_002655,Gina Kramer,dawnlewis@example.org,Regular,South,Argentina,2020-09-11
CUST_002656,William Alexander,tylermassey@example.net,Regular,South,Uganda,2019-03-31
CUST_002657,Deborah Clarke,douglasshields@example.net,Regular,East,Nauru,2023-09-05
CUST_002658,Matthew White,lori97@example.net,Regular,West,Papua New Guinea,2021-04-07
CUST_002659,Robin Reyes,kimnicole@example.com,Regular,West,Dominica,2020-08-05
CUST_002660,Brittany Powers,wendy29@example.net,Premium,East,Mauritania,2021-05-21
CUST_002661,Heather Sloan,bmurphy@example.com,Regular,West,Norfolk Island,2023-11-17
CUST_002662,Tammy Watts,cherrylawrence@example.com,Regular,North,Congo,2020-10-27
CUST_002663,Arthur Mosley,qwilliams@example.org,Regular,North,Guernsey,2021-12-04
CUST_002664,Heather Garza,martinezalyssa@example.com,Budget,East,Aruba,2018-10-16
CUST_002665,Michael Vaughan,eramirez@example.net,Budget,South,Saint Barthelemy,2019-10-04
CUST_002666,Chad Brown,rbell@example.com,Regular,West,Benin,2022-08-02
CUST_002667,Sonia Boyd,ekline@example.com,Regular,West,China,2022-11-17
CUST_002668,Ryan Joseph,sydneysmith@example.org,Regular,West,Saint Lucia,2020-12-14
CUST_002669,Mrs. Erin Griffin,tinamelendez@example.net,Regular,North,Netherlands Antilles,2019-01-25
CUST_002670,Jennifer Miller,marksanchez@example.com,Budget,South,Namibia,2022-02-04
CUST_002671,Nicholas Lawrence,dhawkins@example.com,Regular,East,Kyrgyz Republic,2021-02-23
CUST_002672,Charles Reese,icross@example.net,Regular,West,Colombia,2019-08-02
CUST_002673,Pamela Thompson,hpoole@example.net,Regular,East,Iraq,2018-04-09
CUST_002674,John Moss,cindyalexander@example.net,Regular,South,Guam,2020-09-04
CUST_002675,Mike Martinez,xcolon@example.com,Premium,West,Antigua and Barbuda,2023-07-08
CUST_002676,Rebecca Frank,jmoon@example.org,Regular,West,Samoa,2019-10-30
CUST_002677,Gary Rhodes,luis65@example.net,Regular,West,Congo,2019-01-24
CUST_002678,Kerry Walter,adambrown@example.com,Budget,West,Cape Verde,2023-11-21
CUST_002679,Tammy Armstrong,osalazar@example.org,Regular,West,Saudi Arabia,2023-03-10
CUST_002680,Robin Copeland,joan02@example.net,Premium,North,Rwanda,2022-05-25
CUST_002681,James Flowers,nklein@example.net,Budget,East,Norway,2019-08-04
CUST_002682,Lori Weaver,gmoore@example.com,Regular,South,Bolivia,2023-04-13
CUST_002683,Keith Young,gsalazar@example.org,Premium,East,Italy,2018-09-01
CUST_002684,Crystal Rios,cestrada@example.org,Regular,North,Guadeloupe,2023-04-07
CUST_002685,Jeremiah Jones,elizabethlogan@example.net,Regular,North,Samoa,2019-09-11
CUST_002686,Renee Stewart,laurabarker@example.net,Budget,North,Malaysia,2021-04-16
CUST_002687,Mrs. Sally Kaiser,rojasjessica@example.org,Budget,West,Cameroon,2019-01-01
CUST_002688,Anne Alvarez,jennifer32@example.com,Regular,North,United States Minor Outlying Islands,2021-10-11
CUST_002689,Jason Reyes,yolandamitchell@example.com,Regular,West,Togo,2019-01-23
CUST_002690,Bruce Sharp,meyeryolanda@example.com,Regular,South,Greenland,2020-11-20
CUST_002691,Lori Cruz,ryan68@example.org,Regular,East,Mongolia,2020-07-13
CUST_002692,Kaitlyn Young,lbennett@example.net,Regular,South,Saint Kitts and Nevis,2022-11-11
CUST_002693,Lisa Harvey,amcconnell@example.com,Regular,South,Finland,2018-09-13
CUST_002694,Joseph Vaughn,evanskathleen@example.com,Premium,North,Barbados,2022-07-25
CUST_002695,Kelly Ross,william48@example.org,Budget,East,Gabon,2023-05-06
CUST_002696,John Gonzales,daydonna@example.org,Regular,West,Holy See (Vatican City State),2021-10-02
CUST_002697,James Mason,wjohnson@example.net,Regular,East,Montenegro,2019-06-20
CUST_002698,Lisa Thompson,panderson@example.com,Regular,North,Montenegro,2023-04-16
CUST_002699,Lisa Hernandez,vanessa12@example.org,Regular,West,Comoros,2022-06-08
CUST_002700,Janice Holland,lfrazier@example.com,Regular,East,Hong Kong,2023-11-07
CUST_002701,Laura Pearson,heidiwilson@example.com,Premium,North,Netherlands,2022-02-20
CUST_002702,Kiara Paul,hwilcox@example.com,Premium,West,Marshall Islands,2020-08-22
CUST_002703,Philip Knapp,hoffmankevin@example.net,Premium,North,Malawi,2022-02-25
CUST_002704,Robert Ortiz,aprilrodriguez@example.org,Regular,South,Israel,2019-01-06
CUST_002705,Anita Cruz,castillonicole@example.net,Regular,East,Guinea-Bissau,2019-02-18
CUST_002706,Barbara Hill,banksrebecca@example.org,Premium,East,Uganda,2019-07-26
CUST_002707,Darlene Roberts,angel87@example.net,Regular,East,Lebanon,2023-05-03
CUST_002708,Frederick Tran,porterjennifer@example.net,Regular,West,Equatorial Guinea,2022-08-20
CUST_002709,Renee Hernandez,sharvey@example.com,Regular,North,Nauru,2022-09-27
CUST_002710,Annette Green,awest@example.net,Regular,North,Singapore,2018-08-22
CUST_002711,Jackie Wagner,murphykevin@example.net,Regular,East,Czech Republic,2021-01-24
CUST_002712,Barbara Smith,fscott@example.com,Premium,North,Tanzania,2022-11-17
CUST_002713,Steven Clayton,bergbeth@example.org,Budget,East,Saint Martin,2023-03-06
CUST_002714,Larry Berry,yhoover@example.org,Premium,South,Zambia,2018-09-02
CUST_002715,Cheryl Smith,sarahcombs@example.org,Regular,West,Senegal,2022-02-09
CUST_002716,Wanda Williams,anthony70@example.org,Regular,South,Eritrea,2018-01-14
CUST_002717,Kevin Perez,travis47@example.org,Regular,South,Saint Kitts and Nevis,2018-11-13
CUST_002718,Christina Kelley,nancy71@example.org,Regular,West,Sri Lanka,2020-01-17
CUST_002719,Phillip Mathews,mary53@example.net,Regular,South,Fiji,2022-11-11
CUST_002720,Eric Thomas,krhodes@example.net,Regular,East,Nepal,2018-01-12
CUST_002721,Jerry Ortiz,andersonmonica@example.com,Regular,West,Saint Barthelemy,2020-09-28
CUST_002722,Katelyn Garcia,rodriguezchristopher@example.net,Premium,West,Marshall Islands,2023-08-19
CUST_002723,Mark Bender,saradixon@example.net,Regular,West,Lesotho,2019-05-26
CUST_002724,Amy Morris,perkinsgina@example.net,Regular,East,Yemen,2023-12-27
CUST_002725,David Anderson,ruthlopez@example.org,Budget,North,Kuwait,2021-10-09
CUST_002726,Diane Jackson,breannaweiss@example.com,Premium,East,Nigeria,2018-06-16
CUST_002727,Jamie Howard,lawrenceangela@example.net,Regular,South,Azerbaijan,2019-03-13
CUST_002728,Michael Ingram,qroach@example.net,Regular,West,Saudi Arabia,2018-03-13
CUST_002729,Lauren Miller,jason24@example.org,Budget,North,Cocos (Keeling) Islands,2018-07-17
CUST_002730,Julie Hayes,pam81@example.com,Regular,South,British Indian Ocean Territory (Chagos Archipelago),2020-07-14
CUST_002731,Stephanie Green,lori84@example.com,Budget,North,Niue,2018-10-28
CUST_002732,Matthew Allison,osmith@example.com,Regular,West,Peru,2020-07-09
CUST_002733,Jessica Rodriguez,sdavis@example.com,Regular,East,Qatar,2022-04-26
CUST_002734,William Osborne,ispears@example.org,Regular,East,Somalia,2020-12-13
CUST_002735,Brenda Mccullough,mendozakelly@example.net,Premium,East,Sudan,2021-06-27
CUST_002736,Austin Garrison,pearsondawn@example.com,Budget,South,Vietnam,2019-07-30
CUST_002737,Valerie Gordon,kphelps@example.net,Regular,East,Western Sahara,2020-06-26
CUST_002738,William Washington,nicholasbeasley@example.com,Regular,West,Jamaica,2022-08-27
CUST_002739,Jennifer Hull,khughes@example.org,Regular,East,Mauritania,2018-10-10
CUST_002740,Melanie Olson,smithlydia@example.com,Regular,North,Lao People's Democratic Republic,2022-09-22
CUST_002741,Anna Paul,omyers@example.net,Regular,West,Isle of Man,2019-10-01
CUST_002742,Jeffrey Jones,george51@example.com,Regular,West,Korea,2020-08-16
CUST_002743,Dean Rodriguez,msanchez@example.com,Regular,West,United Arab Emirates,2018-07-21
CUST_002744,Terry Wilson,thomasstephanie@example.com,Regular,South,Guinea,2023-06-12
CUST_002745,Megan Thompson,burkecarrie@example.org,Regular,South,Central African Republic,2019-08-10
CUST_002746,Brittany Nolan,dgonzales@example.net,Budget,West,El Salvador,2023-02-05
CUST_002747,Margaret Baldwin,leeanna@example.net,Regular,North,Gibraltar,2019-05-29
CUST_002748,Jocelyn Clark,ganderson@example.net,Regular,North,Cook Islands,2023-07-14
CUST_002749,Matthew Keller,mwilkinson@example.com,Budget,East,Lithuania,2018-05-12
CUST_002750,Jimmy Schaefer,evaldez@example.com,Regular,West,Costa Rica,2023-08-30
CUST_002751,Pamela Williams,fking@example.org,Budget,West,Iran,2022-01-18
CUST_002752,Daniel Burke,angela33@example.org,Regular,North,Cook Islands,2020-12-04
CUST_002753,Richard Harrington,kurt12@example.net,Regular,East,Sao Tome and Principe,2019-04-14
CUST_002754,Debra Walker,dthompson@example.org,Budget,South,Sri Lanka,2023-10-26
CUST_002755,Stephanie Morris,jesussilva@example.com,Regular,North,Vanuatu,2021-03-05
CUST_002756,Taylor Howard,ibarrasarah@example.org,Regular,West,Mayotte,2022-08-18
CUST_002757,Tim Spencer,rwebb@example.org,Premium,East,Guadeloupe,2022-11-30
CUST_002758,Timothy Bowman,rebecca95@example.com,Regular,North,Cyprus,2022-08-06
CUST_002759,Alison Johnson,robinsondavid@example.com,Regular,North,Bolivia,2020-01-14
CUST_002760,Marilyn Rollins,devin86@example.net,Premium,North,Sri Lanka,2019-02-28
CUST_002761,Samuel Bowman,ryanjoseph@example.net,Regular,West,Kuwait,2021-12-16
CUST_002762,Jeffrey Weeks,blakehoward@example.com,Premium,East,British Indian Ocean Territory (Chagos Archipelago),2022-07-29
CUST_002763,Diana Lewis,qcarroll@example.org,Budget,East,Timor-Leste,2019-11-14
CUST_002764,Timothy Jordan,stevenlucero@example.com,Premium,South,Sweden,2021-06-22
CUST_002765,Maria Ford,sjordan@example.org,Budget,North,Gambia,2019-09-17
CUST_002766,Laurie Steele,fwebster@example.com,Regular,North,Samoa,2020-01-27
CUST_002767,Ivan Hall,williamskimberly@example.net,Regular,North,Guernsey,2018-02-09
CUST_002768,Jennifer Cunningham,mark26@example.com,Premium,South,Brazil,2020-04-22
CUST_002769,Andrew Wilson,lori59@example.net,Regular,North,Czech Republic,2021-04-27
CUST_002770,Maria Garcia,wendy27@example.com,Premium,West,Samoa,2022-11-09
CUST_002771,Tyler Hoffman,carpentermason@example.net,Regular,East,Ghana,2018-11-18
CUST_002772,James Hernandez,operez@example.net,Regular,East,Lithuania,2022-09-09
CUST_002773,Keith Montoya,sheilacollins@example.com,Premium,West,Barbados,2019-09-26
CUST_002774,Daniel King,ronnie06@example.net,Regular,West,Papua New Guinea,2020-03-30
CUST_002775,Roger Harrison,alexanderjuan@example.net,Premium,North,United States of America,2020-04-04
CUST_002776,Kirk Adams,phillipharvey@example.net,Budget,South,Barbados,2019-01-23
CUST_002777,Mrs. Rebecca Green DDS,urobinson@example.org,Budget,East,Costa Rica,2023-02-04
CUST_002778,Charles Rodriguez,drice@example.net,Regular,South,France,2023-08-15
